date_time,hour,traffic_volume,weather_main,congestion_category,cluster
2012-10-14 18:00:00,18,4080,Mist,High,2
2012-10-14 19:00:00,19,3453,Mist,High,2
2012-10-14 20:00:00,20,2718,Mist,Medium,2
2012-10-14 21:00:00,21,2439,Mist,Medium,2
2012-10-14 22:00:00,22,1819,Mist,Medium,2
2012-10-14 23:00:00,23,1002,Fog,Low,1
2012-10-15 00:00:00,0,542,Fog,Low,0
2012-10-15 01:00:00,1,303,Fog,Low,0
2012-10-15 02:00:00,2,239,Fog,Low,0
2012-10-15 03:00:00,3,335,Fog,Low,0
2012-10-15 04:00:00,4,810,Fog,Low,0
2012-10-15 05:00:00,5,2606,Fog,Medium,0
2012-10-15 06:00:00,6,5714,Mist,Severe,3
2012-10-15 07:00:00,7,6798,Mist,Severe,3
2012-10-15 08:00:00,8,6114,Mist,Severe,3
2012-10-15 09:00:00,9,5094,Mist,Severe,3
2012-10-15 10:00:00,10,4473,Mist,High,3
2012-10-15 11:00:00,11,4529,Clouds,High,3
2012-10-15 12:00:00,12,4823,Clear,High,2
2012-10-15 13:00:00,13,4872,Clouds,High,2
2012-10-15 14:00:00,14,5238,Clear,Severe,2
2012-10-15 15:00:00,15,5584,Clear,Severe,2
2012-10-15 16:00:00,16,6246,Clouds,Severe,2
2012-10-15 17:00:00,17,5957,Clouds,Severe,2
2012-10-15 18:00:00,18,4535,Clouds,High,2
2012-10-15 19:00:00,19,3234,Clouds,Medium,2
2012-10-15 20:00:00,20,2677,Clouds,Medium,2
2012-10-15 21:00:00,21,2077,Clouds,Medium,2
2012-10-15 22:00:00,22,1380,Clouds,Medium,2
2012-10-15 23:00:00,23,927,Clouds,Low,2
2012-10-16 00:00:00,0,500,Clouds,Low,0
2012-10-16 01:00:00,1,324,Clear,Low,0
2012-10-16 02:00:00,2,257,Clear,Low,0
2012-10-16 03:00:00,3,354,Clear,Low,0
2012-10-16 04:00:00,4,769,Clear,Low,0
2012-10-16 05:00:00,5,2769,Clear,Medium,0
2012-10-16 06:00:00,6,5789,Clear,Severe,3
2012-10-16 07:00:00,7,7055,Clouds,Severe,3
2012-10-16 08:00:00,8,6408,Clouds,Severe,3
2012-10-16 09:00:00,9,5254,Clouds,Severe,3
2012-10-16 10:00:00,10,4547,Clouds,High,3
2012-10-16 11:00:00,11,4784,Clouds,High,2
2012-10-16 12:00:00,12,5015,Clouds,Severe,2
2012-10-16 13:00:00,13,5057,Clear,Severe,2
2012-10-16 14:00:00,14,5430,Clouds,Severe,2
2012-10-16 15:00:00,15,5813,Clouds,Severe,2
2012-10-16 16:00:00,16,6496,Clouds,Severe,2
2012-10-16 17:00:00,17,6429,Clouds,Severe,2
2012-10-16 18:00:00,18,5142,Clouds,Severe,2
2012-10-16 19:00:00,19,3311,Rain,Medium,1
2012-10-16 20:00:00,20,2777,Clouds,Medium,2
2012-10-16 21:00:00,21,2331,Clouds,Medium,2
2012-10-16 22:00:00,22,1767,Clouds,Medium,2
2012-10-16 23:00:00,23,1093,Clouds,Low,2
2012-10-17 00:00:00,0,554,Clouds,Low,0
2012-10-17 01:00:00,1,333,Clouds,Low,0
2012-10-17 02:00:00,2,267,Clouds,Low,0
2012-10-17 03:00:00,3,358,Clouds,Low,0
2012-10-17 04:00:00,4,777,Clouds,Low,0
2012-10-17 05:00:00,5,2732,Clouds,Medium,0
2012-10-17 06:00:00,6,5637,Clouds,Severe,2
2012-10-17 07:00:00,7,5564,Clouds,Severe,2
2012-10-17 08:00:00,8,6274,Clouds,Severe,2
2012-10-17 09:00:00,9,5403,Rain,Severe,1
2012-10-17 10:00:00,10,4680,Clouds,High,2
2012-10-17 11:00:00,11,4642,Clouds,High,2
2012-10-17 12:00:00,12,4979,Clear,Severe,2
2012-10-17 13:00:00,13,4851,Clear,High,2
2012-10-17 14:00:00,14,4291,Clear,High,2
2012-10-17 15:00:00,15,4714,Clear,High,2
2012-10-17 16:00:00,16,6723,Clear,Severe,2
2012-10-17 17:00:00,17,6180,Clear,Severe,2
2012-10-17 18:00:00,18,4843,Clouds,High,2
2012-10-17 19:00:00,19,3435,Clouds,High,2
2012-10-17 20:00:00,20,2921,Clouds,Medium,2
2012-10-17 21:00:00,21,2763,Clouds,Medium,2
2012-10-17 22:00:00,22,1930,Clouds,Medium,2
2012-10-17 23:00:00,23,1160,Clouds,Low,2
2012-10-18 00:00:00,0,654,Clouds,Low,0
2012-10-18 01:00:00,1,374,Clouds,Low,0
2012-10-18 02:00:00,2,301,Mist,Low,0
2012-10-18 03:00:00,3,397,Mist,Low,0
2012-10-18 04:00:00,4,794,Clouds,Low,0
2012-10-18 05:00:00,5,2564,Mist,Medium,0
2012-10-18 06:00:00,6,5358,Clouds,Severe,2
2012-10-18 07:00:00,7,6441,Clouds,Severe,2
2012-10-18 08:00:00,8,5536,Clouds,Severe,2
2012-10-18 09:00:00,9,5256,Rain,Severe,1
2012-10-18 10:00:00,10,4619,Clouds,High,2
2012-10-18 11:00:00,11,5107,Clouds,Severe,2
2012-10-18 12:00:00,12,5147,Rain,Severe,1
2012-10-18 13:00:00,13,5283,Clouds,Severe,2
2012-10-18 14:00:00,14,5704,Clouds,Severe,2
2012-10-18 15:00:00,15,5887,Clouds,Severe,2
2012-10-18 16:00:00,16,6307,Clouds,Severe,2
2012-10-18 17:00:00,17,5953,Clouds,Severe,2
2012-10-18 18:00:00,18,4519,Clouds,High,2
2012-10-18 19:00:00,19,3427,Drizzle,Medium,1
2012-10-18 20:00:00,20,2921,Rain,Medium,1
2012-10-18 21:00:00,21,2649,Drizzle,Medium,1
2012-10-18 22:00:00,22,2005,Clouds,Medium,2
2012-10-18 23:00:00,23,1177,Clouds,Low,2
2012-10-19 00:00:00,0,699,Clouds,Low,0
2012-10-19 01:00:00,1,436,Mist,Low,0
2012-10-19 02:00:00,2,353,Drizzle,Low,0
2012-10-19 03:00:00,3,399,Mist,Low,0
2012-10-19 04:00:00,4,720,Rain,Low,0
2012-10-19 05:00:00,5,2370,Rain,Medium,1
2012-10-19 06:00:00,6,5162,Rain,Severe,1
2012-10-19 07:00:00,7,5777,Rain,Severe,1
2012-10-19 08:00:00,8,5235,Rain,Severe,1
2012-10-19 09:00:00,9,4606,Rain,High,1
2012-10-19 10:00:00,10,4328,Mist,High,3
2012-10-19 11:00:00,11,4282,Clouds,High,3
2012-10-19 12:00:00,12,4489,Clouds,High,3
2012-10-19 13:00:00,13,4908,Clouds,High,2
2012-10-19 14:00:00,14,5620,Mist,Severe,2
2012-10-19 15:00:00,15,5849,Drizzle,Severe,1
2012-10-19 16:00:00,16,4945,Rain,High,1
2012-10-19 17:00:00,17,4619,Rain,High,1
2012-10-19 18:00:00,18,4479,Clouds,High,2
2012-10-19 19:00:00,19,3804,Clouds,High,2
2012-10-19 20:00:00,20,2908,Clouds,Medium,2
2012-10-19 21:00:00,21,2942,Mist,Medium,3
2012-10-19 22:00:00,22,3077,Drizzle,Medium,1
2012-10-19 23:00:00,23,2051,Rain,Medium,1
2012-10-20 00:00:00,0,1270,Rain,Medium,0
2012-10-20 01:00:00,1,773,Rain,Low,0
2012-10-20 02:00:00,2,589,Drizzle,Low,0
2012-10-20 03:00:00,3,432,Drizzle,Low,0
2012-10-20 04:00:00,4,401,Rain,Low,0
2012-10-20 05:00:00,5,759,Rain,Low,0
2012-10-20 06:00:00,6,1313,Rain,Medium,0
2012-10-20 07:00:00,7,1824,Rain,Medium,1
2012-10-20 08:00:00,8,2787,Rain,Medium,1
2012-10-20 09:00:00,9,3713,Rain,High,1
2012-10-20 10:00:00,10,3815,Rain,High,1
2012-10-20 11:00:00,11,4339,Rain,High,1
2012-10-20 12:00:00,12,4613,Rain,High,1
2012-10-20 13:00:00,13,4507,Rain,High,1
2012-10-20 14:00:00,14,4452,Clouds,High,2
2012-10-20 15:00:00,15,4636,Clouds,High,2
2012-10-20 16:00:00,16,4810,Clouds,High,2
2012-10-20 17:00:00,17,5125,Clouds,Severe,2
2012-10-20 18:00:00,18,4337,Clouds,High,2
2012-10-20 19:00:00,19,3644,Clouds,High,2
2012-10-20 20:00:00,20,3107,Clouds,Medium,3
2012-10-20 21:00:00,21,2929,Clouds,Medium,3
2012-10-20 22:00:00,22,2865,Mist,Medium,3
2012-10-20 23:00:00,23,2340,Fog,Medium,1
2012-10-21 00:00:00,0,1372,Mist,Medium,0
2012-10-21 08:00:00,8,1928,Fog,Medium,1
2012-10-21 17:00:00,17,4695,Clouds,High,2
2012-10-21 18:00:00,18,4335,Clouds,High,2
2012-10-21 22:00:00,22,1583,Clouds,Medium,2
2012-10-21 23:00:00,23,959,Clouds,Low,3
2012-10-22 00:00:00,0,498,Clouds,Low,0
2012-10-22 01:00:00,1,306,Clouds,Low,0
2012-10-22 02:00:00,2,259,Clouds,Low,0
2012-10-22 03:00:00,3,324,Clouds,Low,0
2012-10-22 04:00:00,4,806,Mist,Low,0
2012-10-22 05:00:00,5,2622,Mist,Medium,0
2012-10-22 06:00:00,6,5456,Mist,Severe,3
2012-10-22 10:00:00,10,4324,Clear,High,2
2012-10-22 11:00:00,11,4378,Clouds,High,2
2012-10-22 12:00:00,12,4639,Clouds,High,2
2012-10-22 13:00:00,13,4546,Clouds,High,2
2012-10-22 14:00:00,14,5006,Clouds,Severe,2
2012-10-22 15:00:00,15,5361,Clouds,Severe,2
2012-10-22 16:00:00,16,6101,Clouds,Severe,2
2012-10-22 17:00:00,17,5781,Clouds,Severe,2
2012-10-22 18:00:00,18,4272,Clouds,High,2
2012-10-22 19:00:00,19,3091,Clouds,Medium,2
2012-10-22 20:00:00,20,2434,Clear,Medium,2
2012-10-22 21:00:00,21,1984,Clear,Medium,2
2012-10-22 22:00:00,22,1383,Clouds,Medium,2
2012-10-22 23:00:00,23,959,Clouds,Low,2
2012-10-23 00:00:00,0,511,Clouds,Low,0
2012-10-23 01:00:00,1,346,Clouds,Low,0
2012-10-23 02:00:00,2,253,Clouds,Low,0
2012-10-23 03:00:00,3,349,Clouds,Low,0
2012-10-23 04:00:00,4,807,Clouds,Low,0
2012-10-23 05:00:00,5,2669,Clouds,Medium,0
2012-10-23 06:00:00,6,5210,Clouds,Severe,2
2012-10-23 07:00:00,7,6083,Clouds,Severe,2
2012-10-23 08:00:00,8,5790,Clouds,Severe,2
2012-10-23 09:00:00,9,5484,Clouds,Severe,2
2012-10-23 10:00:00,10,4407,Clouds,High,2
2012-10-23 11:00:00,11,4725,Clouds,High,2
2012-10-23 12:00:00,12,4826,Clouds,High,2
2012-10-23 13:00:00,13,4945,Rain,High,1
2012-10-23 14:00:00,14,5065,Clouds,Severe,2
2012-10-23 15:00:00,15,5618,Thunderstorm,Severe,1
2012-10-23 16:00:00,16,6094,Clouds,Severe,2
2012-10-23 17:00:00,17,5844,Clouds,Severe,2
2012-10-23 18:00:00,18,4649,Clouds,High,2
2012-10-23 19:00:00,19,3180,Clouds,Medium,2
2012-10-23 20:00:00,20,2963,Clouds,Medium,2
2012-10-23 21:00:00,21,2450,Clouds,Medium,2
2012-10-23 22:00:00,22,1613,Clouds,Medium,2
2012-10-23 23:00:00,23,1021,Clouds,Low,2
2012-10-24 00:00:00,0,580,Drizzle,Low,0
2012-10-24 01:00:00,1,298,Clouds,Low,0
2012-10-24 02:00:00,2,261,Haze,Low,0
2012-10-24 03:00:00,3,408,Haze,Low,0
2012-10-24 04:00:00,4,793,Thunderstorm,Low,1
2012-10-24 05:00:00,5,2643,Thunderstorm,Medium,1
2012-10-24 06:00:00,6,5593,Thunderstorm,Severe,1
2012-10-24 07:00:00,7,5722,Rain,Severe,1
2012-10-24 08:00:00,8,5607,Thunderstorm,Severe,1
2012-10-24 09:00:00,9,5492,Rain,Severe,1
2012-10-24 10:00:00,10,4542,Mist,High,2
2012-10-24 11:00:00,11,4720,Fog,High,1
2012-10-24 12:00:00,12,4982,Fog,Severe,1
2012-10-24 13:00:00,13,5032,Fog,Severe,1
2012-10-24 14:00:00,14,5212,Haze,Severe,2
2012-10-24 15:00:00,15,5661,Rain,Severe,1
2012-10-24 16:00:00,16,5812,Mist,Severe,2
2012-10-24 17:00:00,17,5855,Haze,Severe,2
2012-10-24 18:00:00,18,4416,Haze,High,2
2012-10-24 19:00:00,19,3118,Mist,Medium,2
2012-10-24 20:00:00,20,2877,Haze,Medium,2
2012-10-24 21:00:00,21,2498,Mist,Medium,2
2012-10-24 22:00:00,22,1701,Mist,Medium,2
2012-10-24 23:00:00,23,1028,Mist,Low,2
2012-10-25 00:00:00,0,578,Mist,Low,0
2012-10-25 01:00:00,1,354,Mist,Low,0
