holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Date,Year,Month,MonthName,Hour,DayOfWeek,IsWeekend,TempCelsius,TrafficCategory,IsHoliday
None,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,2012-10-06,2012,10,Oct,10,Saturday,True,3.73,Medium,False
None,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,2012-10-06,2012,10,Oct,11,Saturday,True,4.89,Medium,False
None,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,2012-10-06,2012,10,Oct,12,Saturday,True,5.93,High,False
None,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,2012-10-06,2012,10,Oct,13,Saturday,True,6.97,Medium,False
None,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,2012-10-06,2012,10,Oct,14,Saturday,True,7.1,Medium,False
None,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,2012-10-06,2012,10,Oct,15,Saturday,True,6.85,Medium,False
None,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,2012-10-06,2012,10,Oct,16,Saturday,True,5.91,Medium,False
None,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,2012-10-06,2012,10,Oct,17,Saturday,True,5.76,Medium,False
None,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,2012-10-06,2012,10,Oct,18,Saturday,True,5.24,Low,False
None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,2012-10-06,2012,10,Oct,19,Saturday,True,5.01,Low,False
None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,2012-10-06,2012,10,Oct,20,Saturday,True,5.01,Low,False
None,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,2012-10-06,2012,10,Oct,21,Saturday,True,4.78,Low,False
None,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,2012-10-06,2012,10,Oct,22,Saturday,True,3.75,Low,False
None,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,2012-10-06,2012,10,Oct,23,Saturday,True,3.19,Low,False
None,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,2012-10-07,2012,10,Oct,0,Sunday,True,2.96,Low,False
None,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,2012-10-07,2012,10,Oct,3,Sunday,True,2.58,Low,False
None,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,2012-10-07,2012,10,Oct,4,Sunday,True,2.5,Low,False
None,275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,2012-10-07,2012,10,Oct,5,Sunday,True,2.36,Low,False
None,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,2012-10-07,2012,10,Oct,6,Sunday,True,1.9,Low,False
None,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,2012-10-07,2012,10,Oct,7,Sunday,True,1.62,Low,False
None,274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,2012-10-07,2012,10,Oct,8,Sunday,True,1.62,Low,False
None,275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,2012-10-07,2012,10,Oct,9,Sunday,True,2.4,Medium,False
None,276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,2012-10-07,2012,10,Oct,10,Sunday,True,3.09,Medium,False
None,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,2012-10-07,2012,10,Oct,11,Sunday,True,3.86,Medium,False
None,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,2012-10-07,2012,10,Oct,12,Sunday,True,4.28,Medium,False
None,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,2012-10-07,2012,10,Oct,13,Sunday,True,5.3,High,False
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,2012-10-07,2012,10,Oct,14,Sunday,True,6.12,High,False
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,2012-10-07,2012,10,Oct,15,Sunday,True,6.12,Low,False
None,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,2012-10-07,2012,10,Oct,16,Sunday,True,6.29,Low,False
None,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,2012-10-07,2012,10,Oct,17,Sunday,True,6.17,Low,False
None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,2012-10-07,2012,10,Oct,18,Sunday,True,6.12,Low,False
None,278.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,3382,2012-10-07,2012,10,Oct,19,Sunday,True,4.96,Low,False
None,276.79,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2815,2012-10-07,2012,10,Oct,20,Sunday,True,3.64,Low,False
None,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2110,2012-10-07,2012,10,Oct,21,Sunday,True,2.58,Low,False
None,274.88,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,1555,2012-10-07,2012,10,Oct,22,Sunday,True,1.73,Low,False
None,273.92,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,959,2012-10-07,2012,10,Oct,23,Sunday,True,0.77,Low,False
Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,455,2012-10-08,2012,10,Oct,0,Monday,False,-0.07,Low,True
None,272.62,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,336,2012-10-08,2012,10,Oct,1,Monday,False,-0.53,Low,False
None,271.78,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,265,2012-10-08,2012,10,Oct,2,Monday,False,-1.37,Low,False
None,271.05,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,314,2012-10-08,2012,10,Oct,3,Monday,False,-2.1,Low,False
None,270.63,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,779,2012-10-08,2012,10,Oct,4,Monday,False,-2.52,Low,False
None,270.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,2571,2012-10-08,2012,10,Oct,5,Monday,False,-2.82,Low,False
None,269.61,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,5563,2012-10-08,2012,10,Oct,6,Monday,False,-3.54,High,False
None,270.01,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,6676,2012-10-08,2012,10,Oct,7,Monday,False,-3.14,High,False
None,271.23,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,5966,2012-10-08,2012,10,Oct,8,Monday,False,-1.92,High,False
None,273.71,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,4832,2012-10-08,2012,10,Oct,9,Monday,False,0.56,Medium,False
None,276.77,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,4395,2012-10-08,2012,10,Oct,10,Monday,False,3.62,Low,False
None,279.47,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,4411,2012-10-08,2012,10,Oct,11,Monday,False,6.32,Low,False
None,279.84,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,4648,2012-10-08,2012,10,Oct,12,Monday,False,6.69,Medium,False
None,282.34,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,4602,2012-10-08,2012,10,Oct,13,Monday,False,9.19,Medium,False
None,282.94,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,5125,2012-10-08,2012,10,Oct,14,Monday,False,9.79,Medium,False
None,283.48,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,5502,2012-10-08,2012,10,Oct,15,Monday,False,10.33,High,False
None,284.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,5979,2012-10-08,2012,10,Oct,16,Monday,False,11.18,High,False
None,284.48,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,5663,2012-10-08,2012,10,Oct,17,Monday,False,11.33,High,False
None,284.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,4259,2012-10-08,2012,10,Oct,18,Monday,False,11.08,Low,False
None,281.99,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,3069,2012-10-08,2012,10,Oct,19,Monday,False,8.84,Low,False
None,279.81,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,2378,2012-10-08,2012,10,Oct,20,Monday,False,6.66,Low,False
None,279.35,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,2030,2012-10-08,2012,10,Oct,21,Monday,False,6.2,Low,False
None,278.9,0.0,0.0,1,Clear,sky is clear,2012-10-08 22:00:00,1400,2012-10-08,2012,10,Oct,22,Monday,False,5.75,Low,False
None,278.46,0.0,0.0,1,Clear,sky is clear,2012-10-08 23:00:00,917,2012-10-08,2012,10,Oct,23,Monday,False,5.31,Low,False
None,277.78,0.0,0.0,1,Clear,sky is clear,2012-10-09 00:00:00,515,2012-10-09,2012,10,Oct,0,Tuesday,False,4.63,Low,False
None,277.27,0.0,0.0,1,Clear,sky is clear,2012-10-09 01:00:00,302,2012-10-09,2012,10,Oct,1,Tuesday,False,4.12,Low,False
None,277.47,0.0,0.0,1,Clear,sky is clear,2012-10-09 02:00:00,251,2012-10-09,2012,10,Oct,2,Tuesday,False,4.32,Low,False
None,276.97,0.0,0.0,20,Clouds,few clouds,2012-10-09 04:00:00,798,2012-10-09,2012,10,Oct,4,Tuesday,False,3.82,Low,False
None,276.52,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 05:00:00,2678,2012-10-09,2012,10,Oct,5,Tuesday,False,3.37,Low,False
None,276.6,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 06:00:00,5733,2012-10-09,2012,10,Oct,6,Tuesday,False,3.45,High,False
None,277.31,0.0,0.0,75,Clouds,broken clouds,2012-10-09 07:00:00,6449,2012-10-09,2012,10,Oct,7,Tuesday,False,4.16,High,False
None,278.38,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 08:00:00,5765,2012-10-09,2012,10,Oct,8,Tuesday,False,5.23,High,False
None,279.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 09:00:00,5599,2012-10-09,2012,10,Oct,9,Tuesday,False,6.2,High,False
None,281.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 10:00:00,4534,2012-10-09,2012,10,Oct,10,Tuesday,False,8.22,Medium,False
None,283.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 11:00:00,4691,2012-10-09,2012,10,Oct,11,Tuesday,False,9.96,Medium,False
None,284.08,0.0,0.0,75,Clouds,broken clouds,2012-10-09 12:00:00,5067,2012-10-09,2012,10,Oct,12,Tuesday,False,10.93,Medium,False
None,285.14,0.0,0.0,75,Clouds,broken clouds,2012-10-09 13:00:00,5030,2012-10-09,2012,10,Oct,13,Tuesday,False,11.99,Medium,False
None,286.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 14:00:00,5300,2012-10-09,2012,10,Oct,14,Tuesday,False,13.2,Medium,False
None,287.23,0.0,0.0,100,Rain,light rain,2012-10-09 15:00:00,5777,2012-10-09,2012,10,Oct,15,Tuesday,False,14.08,High,False
None,288.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 16:00:00,6349,2012-10-09,2012,10,Oct,16,Tuesday,False,15.38,High,False
None,290.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 17:00:00,6127,2012-10-09,2012,10,Oct,17,Tuesday,False,17.22,High,False
None,290.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 18:00:00,4460,2012-10-09,2012,10,Oct,18,Tuesday,False,16.98,Low,False
None,288.86,0.0,0.0,75,Clouds,broken clouds,2012-10-09 19:00:00,3418,2012-10-09,2012,10,Oct,19,Tuesday,False,15.71,Low,False
None,287.36,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 20:00:00,2775,2012-10-09,2012,10,Oct,20,Tuesday,False,14.21,Low,False
None,285.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 21:00:00,2306,2012-10-09,2012,10,Oct,21,Tuesday,False,11.96,Low,False
None,283.46,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 22:00:00,1846,2012-10-09,2012,10,Oct,22,Tuesday,False,10.31,Low,False
None,282.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 23:00:00,947,2012-10-09,2012,10,Oct,23,Tuesday,False,9.3,Low,False
None,281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,494,2012-10-10,2012,10,Oct,0,Wednesday,False,8.73,Low,False
None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,332,2012-10-10,2012,10,Oct,1,Wednesday,False,8.63,Low,False
None,281.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,261,2012-10-10,2012,10,Oct,2,Wednesday,False,7.94,Low,False
None,281.17,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,361,2012-10-10,2012,10,Oct,3,Wednesday,False,8.02,Low,False
None,281.25,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,5875,2012-10-10,2012,10,Oct,6,Wednesday,False,8.1,High,False
None,281.25,0.0,0.0,99,Rain,light rain,2012-10-10 07:00:00,6793,2012-10-10,2012,10,Oct,7,Wednesday,False,8.1,High,False
