holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,is_holiday,hour,day_of_week,day_name,is_weekend,month,year,day_of_year,week_of_year,quarter,is_morning_rush,is_evening_rush,is_rush_hour,part_of_day,season,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,temp_celsius,weather_severity,is_severe_weather,is_low_visibility,is_precipitating,is_raining,is_snowing,is_freezing,is_extreme_cold,is_hot,is_overcast,total_precipitation,adverse_conditions_score,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,temp_zscore,temp_minmax,clouds_all_zscore,clouds_all_minmax,total_precipitation_zscore,total_precipitation_minmax,weather_severity_zscore,weather_severity_minmax,congestion_category,congestion_level,is_congested
None,290.97,0.0,0.0,20,Clouds,few clouds,2012-10-02 19:00:00,3539,0,19,1,Tuesday,0,10,2012,276,40,4,0,0,0,Evening,Autumn,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9993706508539969,0.03547255575312556,17.82,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0.7322568384837748,0.7135572885422921,-0.6257969621750388,0.2,-0.09934460502695602,0.0,-0.416790114490306,0.1111111111111111,High,2,0
None,289.38,0.0,0.0,1,Clear,sky is clear,2012-10-02 20:00:00,2784,0,20,1,Tuesday,0,10,2012,276,40,4,0,0,0,Evening,Autumn,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9993706508539969,0.03547255575312556,16.23,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.6108380339259142,0.6897120575884824,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,288.61,0.0,0.0,1,Clear,sky is clear,2012-10-02 21:00:00,2361,0,21,1,Tuesday,0,10,2012,276,40,4,0,0,0,Evening,Autumn,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9993706508539969,0.03547255575312556,15.46,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.5520377323475818,0.678164367126575,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,287.16,0.0,0.0,1,Clear,sky is clear,2012-10-02 22:00:00,1529,0,22,1,Tuesday,0,10,2012,276,40,4,0,0,0,Evening,Autumn,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9993706508539969,0.03547255575312556,14.01,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.4413098917130579,0.6564187162567492,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963,0,23,1,Tuesday,0,10,2012,276,40,4,0,0,0,Evening,Autumn,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9993706508539969,0.03547255575312556,12.3,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.31072740379233976,0.6307738452309538,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506,0,0,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,11.48,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.24810890081281595,0.6184763047390522,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321,0,1,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,10.32,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.1595266283051986,0.601079784043192,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273,0,2,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,8.03,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.015346995869328235,0.5667366526694664,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367,0,3,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,7.94,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.022219758391473582,0.5653869226154766,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,0,4,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,6.38,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1413476421086176,0.5419916016796638,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,0,5,2,Wednesday,0,10,2012,277,40,4,0,0,0,Night,Autumn,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,5.47,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.21083890761028243,0.5283443311337734,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,0,6,2,Wednesday,0,10,2012,277,40,4,1,0,1,Morning Peak,Autumn,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,5.08,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.24062087853956735,0.5224955008998204,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,0,8,2,Wednesday,0,10,2012,277,40,4,1,0,1,Morning Peak,Autumn,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,4.97,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2490209216221875,0.5208458308338334,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,0,9,2,Wednesday,0,10,2012,277,40,4,1,0,1,Morning Peak,Autumn,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,9.33,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.08392624056162584,0.5862327534493106,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,0
None,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,0,12,2,Wednesday,0,10,2012,277,40,4,0,0,0,Midday,Autumn,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,18.82,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.8086208665075849,0.7285542891421721,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,0
None,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,0,13,2,Wednesday,0,10,2012,277,40,4,0,0,0,Midday,Autumn,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,20.08,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.9048395418175851,0.7474505098980208,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,High,2,0
None,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,0,14,2,Wednesday,0,10,2012,277,40,4,0,0,0,Midday,Autumn,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,21.16,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.9873126920832987,0.763647270545891,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,0
None,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,0,15,2,Wednesday,0,10,2012,277,40,4,0,1,1,Evening Peak,Autumn,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,22.02,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0529857561837765,0.776544691061788,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,0,16,2,Wednesday,0,10,2012,277,40,4,0,1,1,Evening Peak,Autumn,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,21.98,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1.0499311950628225,0.7759448110377924,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,0,18,2,Wednesday,0,10,2012,277,40,4,0,1,1,Evening Peak,Autumn,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,20.51,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0.9376760738678239,0.7538992201559693,-0.6257969621750388,0.2,-0.09934460502695602,0.0,-0.416790114490306,0.1111111111111111,High,2,0
None,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,0,19,2,Wednesday,0,10,2012,277,40,4,0,0,0,Evening,Autumn,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,17.5,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0.7078203495161517,0.7087582483503297,-0.6257969621750388,0.2,-0.09934460502695602,0.0,-0.416790114490306,0.1111111111111111,High,2,0
None,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,0,20,2,Wednesday,0,10,2012,277,40,4,0,0,0,Evening,Autumn,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,15.04,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0.5199648405775803,0.6718656268746251,-0.6257969621750388,0.2,-0.09934460502695602,0.0,-0.416790114490306,0.1111111111111111,Medium,1,0
None,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,0,21,2,Wednesday,0,10,2012,277,40,4,0,0,0,Evening,Autumn,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,13.95,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.4367280500316291,0.6555188962207563,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,0,22,2,Wednesday,0,10,2012,277,40,4,0,0,0,Evening,Autumn,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,13.1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.3718186262113887,0.642771445710858,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,0,23,2,Wednesday,0,10,2012,277,40,4,0,0,0,Evening,Autumn,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,-0.9986126020839734,0.052658056924614005,12.11,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.296218238467816,0.6279244151169766,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,0,0,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,11.4,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.24199977857091234,0.6172765446910621,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,0,1,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,10.32,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.1595266283051986,0.601079784043192,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,0,2,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,10.02,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.13661741989805468,0.5965806838632277,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,0,3,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,8.89,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.050326068231149546,0.5796340731853634,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,0,4,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,8.54,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.02359865842281425,0.574385122975405,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Low,0,0
None,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,0,5,3,Thursday,0,10,2012,278,40,4,0,0,0,Night,Autumn,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,8.17,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.004656031945995855,0.5688362327534493,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Medium,1,0
None,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,0,6,3,Thursday,0,10,2012,278,40,4,1,0,1,Morning Peak,Autumn,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,7.59,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.04894716819980453,0.5601379724055192,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,0,7,3,Thursday,0,10,2012,278,40,4,1,0,1,Morning Peak,Autumn,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,7.42,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,-0.061929052963853475,0.5575884823035393,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,0,8,3,Thursday,0,10,2012,278,40,4,1,0,1,Morning Peak,Autumn,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,8.71,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.03658054318686319,0.5769346130773849,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,1
None,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,0,9,3,Thursday,0,10,2012,278,40,4,1,0,1,Morning Peak,Autumn,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,11.83,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.2748363106211512,0.6237252549490107,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,Severe,3,0
None,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,0,10,3,Thursday,0,10,2012,278,40,4,0,0,0,Midday,Autumn,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,16.03,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.595565228321153,0.6867126574685065,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,High,2,0
None,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,0,11,3,Thursday,0,10,2012,278,40,4,0,0,0,Midday,Autumn,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-0.9975590477788613,0.06982797572987089,18.4,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.7765479747375834,0.7222555488902223,-1.1169660870820535,0.01,-0.09934460502695602,0.0,-0.7846901056893002,0.0,High,2,0
