2026-09-14 13:21:27 | INFO     | __main__               | ########################################################################
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 2 — timestamp range 2012-10-02 09:00:00 to 2018-09-30 23:00:00, spanning 2,189 day(s)
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 2 — 11,976 hour(s) absent from the series (22.8% of the span); the traffic sensor was offline for extended periods in 2014-2015
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 3a — dropped 17 fully identical duplicate row(s)
2026-09-14 13:21:27 | DEBUG    | __main__               | Duplicate-hour diagnostics: 0 affected hour(s), 0 with conflicting traffic counts
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 3b — dropped 7,612 duplicate-timestamp row(s); the weather feed reports an hour once per observed condition, and retaining them would inflate annual traffic totals by 7-21%. The most severe condition for each hour is retained.
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 3 complete — 48,204 row(s) in, 40,575 row(s) out, 7,629 removed
2026-09-14 13:21:27 | DEBUG    | __main__               | Impossible temperature readings at: ['2014-01-31 03:00', '2014-01-31 04:00', '2014-01-31 05:00', '2014-01-31 06:00', '2014-02-02 03:00', '2014-02-02 04:00', '2014-02-02 05:00', '2014-02-02 06:00', '2014-02-02 07:00', '2014-02-02 08:00']
2026-09-14 13:21:27 | DEBUG    | __main__               | Global fallback median for 'temp': 282.8700
2026-09-14 13:21:27 | DEBUG    | __main__               | Imputed 4 value(s) in 'temp' for month 01 with 265.4800 (month 01 median)
2026-09-14 13:21:27 | DEBUG    | __main__               | Imputed 6 value(s) in 'temp' for month 02 with 265.8950 (month 02 median)
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 4 — imputed 10 value(s) in 'temp' using the median for the same calendar month. Reason: reading outside the physically possible range 100-340 K (10 reading(s) of 0 K, i.e. absolute zero)
2026-09-14 13:21:27 | DEBUG    | __main__               | Extreme rainfall reading(s): [9831.3] mm
2026-09-14 13:21:27 | DEBUG    | __main__               | Global fallback median for 'rain_1h': 0.0000
2026-09-14 13:21:27 | DEBUG    | __main__               | Imputed 1 value(s) in 'rain_1h' for month 07 with 0.0000 (month 07 median)
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 4 — imputed 1 value(s) in 'rain_1h' using the median for the same calendar month. Reason: hourly rainfall above the brief's 9,000 mm threshold; the world record for hourly rainfall is around 305 mm
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4c — no negative values in 'rain_1h'
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4c — no negative values in 'snow_1h'
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4c — all snowfall readings within plausible bounds
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4d — all cloud-cover values within 0-100%
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4e — no traffic reading exceeds 12,000 vehicles/hour (observed maximum 7,280)
2026-09-14 13:21:27 | DEBUG    | __main__               | Daytime zero-traffic readings at: ['2016-07-23 18:00']
2026-09-14 13:21:27 | DEBUG    | __main__               | Imputed 1 daytime zero reading(s) at hour 18 with the hour median 4421
2026-09-14 13:21:27 | WARNING  | __main__               | Cleaning step 4e — imputed 1 daytime reading(s) of exactly zero vehicles using the median for the same hour of day; a westbound interstate does not carry zero vehicles between 05:00 and 22:00, so these are sensor dropouts
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning step 4e — retained 1 overnight reading(s) of zero vehicles; these are plausible and were not altered
2026-09-14 13:21:27 | INFO     | __main__               | Cleaning complete — 48,204 row(s) in, 40,575 row(s) out (15.83% removed), 10 column(s)
2026-09-14 13:21:27 | INFO     | __main__               | Cleaned dataset saved to /home/sora/smart-city-traffic-capstone/data/processed/traffic_clean.csv — 40,575 rows, 10 columns, 2.66 MB
2026-09-14 13:21:27 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:27 | INFO     | __main__               | STAGE: Cleaned data summary
2026-09-14 13:21:27 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:27 | INFO     | __main__               | Shape: 40,575 rows x 10 columns
2026-09-14 13:21:27 | INFO     | __main__               | Date range: 2012-10-02 09:00:00 to 2018-09-30 23:00:00
2026-09-14 13:21:27 | INFO     | __main__               | Traffic volume: mean 3290.8, median 3428.0, min 0, max 7,280
2026-09-14 13:21:27 | INFO     | __main__               | Temperature: mean 281.38 K (8.23 C), min 243.39 K, max 310.07 K
2026-09-14 13:21:27 | INFO     | __main__               | Weather categories: 11
2026-09-14 13:21:27 | DEBUG    | __main__               | Weather distribution: {'Clouds': 15123, 'Clear': 13364, 'Rain': 4513, 'Snow': 2786, 'Mist': 1936, 'Thunderstorm': 1010, 'Haze': 839, 'Fog': 617, 'Drizzle': 370, 'Smoke': 16, 'Squall': 1}
2026-09-14 13:21:27 | INFO     | __main__               | Holiday-labelled hours: 53
2026-09-14 13:21:27 | INFO     | __main__               | No null values remain in the cleaned dataset
2026-09-14 13:21:27 | INFO     | __main__               | Pipeline finished successfully
2026-09-14 13:21:28 | INFO     | __main__               | ########################################################################
2026-09-14 13:21:28 | INFO     | __main__               | Capstone Part 2 — feature engineering starting
2026-09-14 13:21:28 | INFO     | __main__               | ########################################################################
2026-09-14 13:21:28 | INFO     | __main__               | Cleaned data loaded from traffic_clean.csv — 40,575 rows, 10 columns
2026-09-14 13:21:28 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:28 | INFO     | __main__               | STAGE: Feature engineering
2026-09-14 13:21:28 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:28 | INFO     | __main__               | Dataset shape BEFORE feature engineering: 40,575 rows x 10 columns
2026-09-14 13:21:28 | INFO     | __main__               | Time features added: hour, day_of_week, is_weekend, month, year, day_of_year, week_of_year, quarter, rush-hour flags, part_of_day, season
2026-09-14 13:21:28 | DEBUG    | __main__               | Weekend hours: 11,596 of 40,575 (28.6%)
2026-09-14 13:21:28 | DEBUG    | __main__               | Rush hours: 13,399 (33.0%)
2026-09-14 13:21:28 | DEBUG    | __main__               | Part-of-day distribution: {'Night': 10187, 'Evening': 8555, 'Midday': 8434, 'Evening Peak': 6716, 'Morning Peak': 6683}
2026-09-14 13:21:28 | DEBUG    | __main__               | Cyclical encoding for 'hour' (period 24): sin range [-1.000, 1.000], cos range [-1.000, 1.000]
2026-09-14 13:21:28 | DEBUG    | __main__               | Cyclical encoding for 'day_of_week' (period 7): sin range [-0.975, 0.975], cos range [-0.901, 1.000]
2026-09-14 13:21:28 | DEBUG    | __main__               | Cyclical encoding for 'month' (period 12): sin range [-1.000, 1.000], cos range [-1.000, 1.000]
2026-09-14 13:21:28 | DEBUG    | __main__               | Cyclical encoding for 'day_of_year' (period 365.25): sin range [-1.000, 1.000], cos range [-1.000, 1.000]
2026-09-14 13:21:28 | DEBUG    | __main__               | Cyclical encoding verified: sin^2 + cos^2 = 1 for all rows
2026-09-14 13:21:28 | INFO     | __main__               | Cyclical encodings added for hour (period 24), day_of_week (7), month (12) and day_of_year (365.25) — 8 new columns
2026-09-14 13:21:28 | INFO     | __main__               | Weather features added: temp_celsius, weather_severity (0-10 ordinal), 6 binary condition indicators, total_precipitation, adverse_conditions_score, and 11 one-hot weather columns
2026-09-14 13:21:28 | DEBUG    | __main__               | One-hot weather columns: ['weather_Clear', 'weather_Clouds', 'weather_Drizzle', 'weather_Fog', 'weather_Haze', 'weather_Mist', 'weather_Rain', 'weather_Smoke', 'weather_Snow', 'weather_Squall', 'weather_Thunderstorm']
2026-09-14 13:21:28 | DEBUG    | __main__               | Indicator prevalence — severe 21.4%, low visibility 15.3%, precipitating 5.1%, freezing 28.3%
2026-09-14 13:21:28 | DEBUG    | __main__               | Scaling 'temp': mean=281.3810, std=13.0952, min=243.3900, max=310.0700
2026-09-14 13:21:28 | DEBUG    | __main__               | Scaling 'clouds_all': mean=44.2078, std=38.6832, min=0.0000, max=100.0000
2026-09-14 13:21:28 | DEBUG    | __main__               | Scaling 'total_precipitation': mean=0.0765, std=0.7697, min=0.0000, max=55.6300
2026-09-14 13:21:28 | DEBUG    | __main__               | Scaling 'weather_severity': mean=2.1329, std=2.7181, min=0.0000, max=9.0000
2026-09-14 13:21:28 | INFO     | __main__               | Scaled features added: z-score and min-max versions of 4 continuous variables (8 new columns). traffic_volume left unscaled as the target.
2026-09-14 13:21:28 | DEBUG    | __main__               | Quartile thresholds for congestion_category — Q1 (25th) = 1249.0, Q2 (median) = 3428.0, Q3 (75th) = 4952.0 vehicles/hour
2026-09-14 13:21:28 | INFO     | __main__               | Congestion target created from data-driven quartiles — Low <= 1249, Medium <= 3428, High <= 4952, Severe > 4952 vehicles/hour
2026-09-14 13:21:28 | INFO     | __main__               | Congestion category distribution: {'Low': 10147, 'High': 10145, 'Severe': 10142, 'Medium': 10141}
2026-09-14 13:21:28 | INFO     | __main__               | Fixed-threshold flag 'is_congested' (> 5,500 vehicles/hour): 6,107 hour(s), 15.05% of the dataset
2026-09-14 13:21:28 | INFO     | __main__               | Dataset shape AFTER feature engineering: 40,575 rows x 67 columns
2026-09-14 13:21:28 | INFO     | __main__               | Feature engineering added 57 new columns; row count unchanged at 40,575
2026-09-14 13:21:28 | INFO     | __main__               | No null values introduced by feature engineering
2026-09-14 13:21:30 | INFO     | __main__               | Feature table saved to /home/sora/smart-city-traffic-capstone/data/processed/traffic_features.csv — 40,575 rows, 67 columns, 17.51 MB
2026-09-14 13:21:30 | INFO     | __main__               | Feature metadata saved to /home/sora/smart-city-traffic-capstone/data/processed/feature_metadata.json
2026-09-14 13:21:30 | INFO     | __main__               | Feature engineering finished successfully
2026-09-14 13:21:30 | INFO     | __main__               | ########################################################################
2026-09-14 13:21:30 | INFO     | __main__               | Capstone Part 2 — visualisation stage starting
2026-09-14 13:21:30 | INFO     | __main__               | ########################################################################
2026-09-14 13:21:30 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:30 | INFO     | __main__               | STAGE: Visualisations
2026-09-14 13:21:30 | INFO     | __main__               | ========================================================================
2026-09-14 13:21:31 | INFO     | __main__               | Feature data loaded from traffic_features.csv — 40,575 rows, 67 columns
2026-09-14 13:21:31 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/01_hourly_weekday_vs_weekend.png (126 KB)
2026-09-14 13:21:31 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/02_traffic_volume_distribution.png (69 KB)
2026-09-14 13:21:32 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/03_hour_day_heatmap.png (77 KB)
2026-09-14 13:21:32 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/04_weather_impact.png (103 KB)
2026-09-14 13:21:32 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/05_temperature_vs_traffic_by_daypart.png (272 KB)
2026-09-14 13:21:33 | INFO     | __main__               | Figure saved: /home/sora/smart-city-traffic-capstone/part2_python/figures/06_congestion_rate_over_time.png (107 KB)
2026-09-14 13:21:33 | INFO     | __main__               | Figure interpretations written to /home/sora/smart-city-traffic-capstone/part2_python/figures/INTERPRETATIONS.md
2026-09-14 13:21:33 | INFO     | __main__               | All 6 figures generated successfully in /home/sora/smart-city-traffic-capstone/part2_python/figures
